"x"
112.556138869132
112.556138869132
109.342767603129
109.342767603129
107.736081970128
99.7026538051209
93.2759112731152
90.0625400071124
86.8491687411095
83.6357974751067
82.0291118421053
80.4224262091039
80.4224262091039
78.8157405761024
78.8157405761024
78.8157405761024
80.4224262091039
82.0291118421053
85.2424831081081
90.0625400071124
94.8825969061167
101.309339438122
107.736081970128
114.162824502134
122.196252667141
130.229680832148
136.656423364154
144.689851529161
154.329965327169
162.363393492176
168.790136024182
175.216878556188
178.430249822191
181.643621088193
181.643621088193
181.643621088193
181.643621088193
181.643621088193
181.643621088193
178.430249822191
176.823564189189
172.003507290185
165.576764758179
160.756707859175
152.723279694168
144.689851529161
136.656423364154
127.016309566145
118.982881401138
114.162824502134
110.949453236131
110.949453236131
